country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Malaysia,MYS,"Monday, June 7, 2021",3682583,2532806,1149783,65955,91460,11.24,,55.35,24.08,8473,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, June 8, 2021",3837582,2641371,1196217,154999,99321,11.71,,55.41,24.65,7649,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, June 9, 2021",3994758,2757736,1237028,157176,106491,12.19,,55.5,25.06,6643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, June 10, 2021",4156085,2871558,1284534,161327,112487,12.68,,55.57,25.55,5798,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, June 11, 2021",4282776,2967952,1314831,126691,117517,13.07,,55.64,25.77,4937,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, June 12, 2021",4420440,3071414,1349033,137664,126663,13.49,,55.65,25.88,4190,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, June 13, 2021",4552479,3176432,1376054,132039,133693,13.89,,55.68,25.98,3970,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, June 14, 2021",4756478,3324470,1432015,203999,153414,14.51,,55.73,26.29,3705,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, June 15, 2021",4979880,3491608,1488279,223402,163185,15.19,,55.8,26.74,3541,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, June 16, 2021",5194513,3697943,1496577,214633,171394,15.85,,55.91,27.17,3598,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, June 17, 2021",5424111,3883090,1541028,229598,181147,16.55,,55.99,27.49,3376,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, June 18, 2021",5609979,4036180,1573806,185868,189600,17.12,,56.08,27.79,3515,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, June 19, 2021",5782223,4172077,1610153,172244,194540,17.64,,56.26,28.7,4196,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, June 20, 2021",5928969,4294573,1634403,146746,196641,18.09,,56.37,29.08,4152,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, June 21, 2021",6174375,4485190,1689192,245406,202557,18.84,,56.51,29.35,3979,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, June 22, 2021",6434647,4684391,1750263,260272,207824,19.63,,56.64,29.7,4087,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, June 23, 2021",6700190,4869750,1830447,265543,215097,20.44,,56.74,29.88,3914,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, June 24, 2021",6978031,5052743,1925295,277841,221989,21.29,,56.82,30.13,3955,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, June 25, 2021",7201174,5207571,1993610,223143,227314,21.97,,56.85,30.17,3596,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, June 26, 2021",7399718,5349713,2050013,198544,231071,22.58,,56.92,30.39,3357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, June 27, 2021",7577715,5461469,2116254,177997,235535,23.12,,56.99,30.63,3101,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, June 28, 2021",7787911,5627998,2159921,210196,230505,23.76,,57.05,30.86,2938,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, June 29, 2021",8032325,5786876,2245457,244414,228240,24.51,,57.1,31.07,2605,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, June 30, 2021",8303128,5960836,2342300,270803,228991,25.33,,57.18,31.29,2654,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, July 1, 2021",8573434,6144533,2428910,270306,227915,26.16,,57.25,31.48,2535,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, July 2, 2021",8814343,6314713,2499639,240909,230453,26.89,,57.27,31.51,2520,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, July 3, 2021",9038536,6459482,2579063,224193,234117,27.58,,57.35,31.69,2465,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, July 4, 2021",9254436,6594523,2659922,215900,239532,28.24,,57.42,31.88,2397,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, July 5, 2021",9582490,6801092,2781407,328054,256368,29.24,,57.5,32.06,2344,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, July 6, 2021",9938864,7018149,2920724,356374,272363,30.32,,57.59,32.21,2342,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, July 7, 2021",10334264,7236947,3097326,395400,290162,31.53,,57.67,32.36,2228,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, July 8, 2021",10724904,7466945,3257968,390640,307353,32.72,,57.69,32.52,2119,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, July 9, 2021",11075388,7687589,3387808,350484,323006,33.79,,57.77,32.86,1917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, July 10, 2021",11411874,7907312,3504571,336486,339048,34.82,,57.8,33.01,1786,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, July 11, 2021",11710015,8102026,3607998,298141,350797,35.73,,57.86,33.16,1733,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, July 12, 2021",12144386,8373875,3770520,434371,365985,37.05,,57.9,33.32,1698,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, July 13, 2021",12584280,8642339,3941950,439894,377917,38.39,,57.93,33.43,1645,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, July 14, 2021",13043563,8937559,4106013,459283,387043,39.8,,58,33.73,1560,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, July 15, 2021",13522603,9255269,4267343,479040,399671,41.26,,58.02,33.89,1571,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, July 16, 2021",13940609,9539041,4401577,418006,409317,42.53,,58.06,34.01,1496,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, July 17, 2021",14337520,9803720,4533809,396911,417949,43.74,,58.1,34.15,1477,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, July 18, 2021",14694162,10056222,4637949,356642,426307,44.83,,58.12,34.32,1547,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, July 19, 2021",15137421,10344898,4792532,443259,427576,46.18,,58.14,34.36,1466,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, July 20, 2021",15449319,10553318,4896011,311898,409291,47.14,,58.18,34.53,1610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, July 21, 2021",15908782,10842261,5066531,459463,409317,48.54,,58.22,34.73,1742,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, July 22, 2021",16428904,11185522,5243392,520122,415186,50.12,,58.26,34.86,1740,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, July 23, 2021",16908047,11500067,5407990,479143,423920,51.59,,58.28,34.99,1731,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, July 24, 2021",17341550,11795935,5545625,433503,429147,52.91,,58.31,35.08,1643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, July 25, 2021",17759003,12088322,5670691,417453,437834,54.18,,58.35,35.22,1606,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, July 26, 2021",18297319,12430963,5866366,538316,451414,55.83,,58.36,35.27,1610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, July 27, 2021",18869657,12797375,6072292,572338,488620,57.57,,58.37,35.38,1483,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, July 28, 2021",19452201,13172678,6279535,582544,506203,59.35,,58.39,35.83,1817,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, July 29, 2021",20033814,13535658,6498172,581613,514987,61.12,,58.41,36.75,2917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, July 30, 2021",20569764,13868554,6701226,535950,523102,62.76,,58.45,37.94,4450,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, July 31, 2021",21113850,14205018,6908850,544086,538900,64.42,,58.47,39.19,6091,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, August 1, 2021",21609881,14515450,7094451,496031,550125,65.93,,58.52,40.41,7660,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, August 2, 2021",22099006,14752370,7346656,489125,543098,67.42,,58.52,40.64,7915,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, August 3, 2021",22604019,15006375,7597665,505013,533480,68.96,,58.75,44.58,11672,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, August 4, 2021",23120367,15249245,7871144,516348,524024,70.54,,58.81,45.41,11181,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, August 5, 2021",23659339,15485247,8174117,538972,517932,72.18,,58.88,46.21,10609,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, August 6, 2021",24130679,15690639,8440066,471340,508702,73.62,,58.95,46.96,9968,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, August 7, 2021",24582968,15895651,8687344,452289,495588,75,,58.95,47.08,9814,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, August 8, 2021",24994951,16067937,8927042,411983,483581,76.26,,59.01,47.56,8559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, August 9, 2021",25483133,16271390,9211775,488182,483447,77.75,,59.07,47.94,1575,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, August 10, 2021",25861951,16448452,9413533,378818,465419,78.9,,59.1,47.97,1470,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, August 11, 2021",26381751,16693531,9688259,519800,465912,80.49,,59.11,48.01,798,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, August 12, 2021",26934310,16912091,10022261,552559,467853,82.18,,59.14,48.22,706,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, August 13, 2021",27431585,17098055,10333574,497275,471558,83.69,,59.16,48.39,890,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, August 14, 2021",27902849,17279596,10623297,471264,474269,85.13,,59.36,49.34,2263,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, August 15, 2021",28343277,17438228,10905094,440428,478332,86.48,,59.52,49.95,3267,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, August 16, 2021",28869822,17629466,11240401,526545,483813,88.08,,59.8,50.58,4461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, August 17, 2021",29419399,17828813,11590635,549577,508207,89.76,,60.03,51.22,5559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, August 18, 2021",29991736,18036316,11955475,572337,515712,91.5,,60.26,51.57,6115,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, August 19, 2021",30541039,18233568,12307531,549303,515247,93.18,,60.8,52.3,6275,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, August 20, 2021",31055994,18406935,12649120,514955,517773,94.75,,61.01,52.6,5903,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, August 21, 2021",31557457,18582495,12975033,501463,522087,96.28,,61.22,52.9,5362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, August 22, 2021",32023163,18733650,13289586,465706,525698,97.7,,62.54,53.67,7071,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, August 23, 2021",32442375,18896314,13546135,419212,510365,98.98,,62.73,53.88,6828,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, August 24, 2021",32889306,19066562,13822819,446931,495701,100.35,,63.01,54.1,6998,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, August 25, 2021",33341364,19243252,14098187,452058,478518,101.72,,63.06,54.15,6597,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, August 26, 2021",33781284,19418018,14365308,439920,462892,103.07,,63.26,54.27,6335,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, August 27, 2021",34159120,19579007,14583540,377836,443304,104.22,,64.22,54.43,7207,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, August 28, 2021",34533182,19749496,14794091,374062,425104,105.36,,65.15,54.54,7956,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, August 29, 2021",34866185,19912192,14972128,333003,406146,106.38,,65.65,54.63,5826,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, August 30, 2021",35258502,20112825,15168076,392317,402304,107.57,,66.16,54.74,6120,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, August 31, 2021",35546128,20244726,15326366,287626,379546,108.45,,66.97,54.88,6773,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, September 1, 2021",35977364,20449406,15555666,431236,376571,109.77,,67.11,54.89,6861,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, September 2, 2021",36382181,20650205,15763317,404817,371557,111,,67.72,55.02,7434,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, September 3, 2021",36741631,20813250,15965600,359450,368930,112.1,,68.57,55.11,7189,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, September 4, 2021",37077970,20968937,16153765,336339,363541,113.12,,69.28,55.2,6834,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, September 5, 2021",37394867,21121849,16324841,316897,361240,114.09,,69.79,55.26,6812,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, September 6, 2021",37738311,21268216,16524908,343444,354258,115.14,,69.97,55.31,6267,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, September 7, 2021",38090413,21415323,16732412,352102,363469,116.21,,70.22,55.38,5370,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, September 8, 2021",38442625,21556522,16945648,352212,352180,117.29,,70.25,55.4,5210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, September 9, 2021",38796115,21706117,17153638,353490,344848,118.37,,70.39,55.47,4461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, September 10, 2021",39113992,21832402,17351577,317877,338909,119.34,,70.47,55.53,3306,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, September 11, 2021",39400368,21936551,17541343,286376,331771,120.21,,70.57,55.59,2393,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, September 12, 2021",39651792,22026995,17708212,251424,322418,120.98,,70.72,55.65,1878,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, September 13, 2021",39903597,22109619,17881493,251805,309327,121.75,,70.98,55.86,1398,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, September 14, 2021",40171494,22193636,18071075,267897,297297,122.56,,71.05,55.91,1385,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, September 15, 2021",40445527,22272011,18270439,274033,286129,123.4,,71.1,56.21,1652,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, September 16, 2021",40666274,22341469,18424816,220747,267166,124.07,,71.15,56.67,2088,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, September 17, 2021",40929692,22426128,18607058,263418,259386,124.88,,71.23,57.13,2664,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, September 18, 2021",41184938,22509741,18783252,255246,254939,125.66,,71.38,57.76,3605,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, September 19, 2021",41423926,22579455,18955638,238988,253162,126.38,,71.43,57.95,3754,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
